no.ofsimilartips,tip
0,I figured it would be quiet since it was the day before New Years Eve and just a few days after Christmas.
0,Who would of thought
0,One word to describe it  AMAZING
0,"This review is for the former as I was feeling the hunger pains and so opted for a table for two.The decor is definitely easy on the eyes, creating a sense of intimacy that's perfect for conversation and relaxation."
0,so we couldn't split our bill as planned.
0,"The Low Points:-Took forever to get someone to take our order (10 minutes when you're hungry is an eternity)-Took forever to get our food (I only complain because there were people who sat down after us getting theirs before us plus it wasn't a full house by any means)-Food was obviously just sitting out as it was barely lukewarm-The ""special"" was a sad sight to behold with 2 thin slices of chicken breast with 5 pieces of broccoli and 5 pieces of cut baby potatoes-The food honestly reminded me of airplane food (you know, THAT taste)-Took forever to get the checkOh and for the icing on the cake, the ""special"" Chicken Marsala turned out to be $17.99 and the credit card minimum was something stupid like $20 (I hate that crap!)"
0,"And I'm really sad that I can clearly never return to this restaurant that has such a great atmosphere, and delicious food."
0,"(which, for the record, the menu didn't specify)I told him that the chef claimed it was GF, but we understand that he may not have realized that the fryer could contaminate, but they really should know that."
0,I mentioned BareBurger as an example of a place that has a dedicated deep fryer for GF customersHe got really upset about this and told us Bareburger doesnt use organic meat and do you know who my chef is
0,So then the owner comes up again and says what do you think youre trying to pull
0,"I said I would pay if that was the case, and then he went to get the bill, but then reconsidered, and told us, ""just get out of my restaurant and stop bothering my customers."
0,We dont want your business
0,"There were in fact many customers that looked mortified at the whole ordeal, and even one who told us she was a celiac and could not believe the owner's attitude.Anyway, the whole thing was so absurd it was kind of funny."
0,(for those of us not concerned with allergies)  I feel truly sorry for the staff that works for this guy.
0,What a let down for brunchCame here to Locale with my friend Chris a few weeks ago to try it out and was really disappointed with the overall experience
0,"In the end, all he had to say was ""I'm sorry, we didn't realize, is there anything we can do to fix this?"""
0,but apparently that would require him to swallow his clearly not gluten-free pride!
0,No French fries on weekends 
0,No wine after 11
0,Feels like moms right around the corner about to ground you if you keep your elbows on the table 
0,Wanna be bougie
0,First impression cool Laid back atmosphere  professional caring staff
0,Im obsessed with the Mmm Mm Mimosa
0,Bad choice for cold weather.The entrance hall added to the front door has one fatal flaw which the restaurant management seems to have missed.
0,All-around everything was pretty good that hit my table.
0,"Now, I'm also real strong at creating and making my own omelettes so unless your serving crisp, non clumpy  hash browns, not the case here, have fresh squeezed OJ that's squeezed from Brooklyn Decker's nipples or make the most mouth watering, respectable pork alternative such as home made sage turkey sausage, I'm not going to lose any sleep over missing out on the peak-less ride."
0,Having a boorish brunch these days when you consider  all the recipe knowledge at your finger tips is like having boring sex with woman that were taught Sex Ed on Bang Bus
0,The side salad was very good and complemented the light dishes perfectly.
0,We dont drink caffeine so we asked for decaf and were surprised by how delicious it was
0,"I loved the atmosphere (huge, floor-to-ceiling windows), our waitress was delightful, and ohmygosh the food."
0,Soo good for brunch
0,"Also, I originally wanted to order the Lamb Hash Benedict on the menu, which was not available that day, at which point I was told about the special (doesn't that usually happen before you order?"
